campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter
16580,53,management,married,tertiary,no,1102,no,no,cellular,24,jul,78,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,1.3,No previous contact,0,No loans,0,1,7,Q3
16581,56,management,divorced,tertiary,no,535,yes,no,cellular,24,jul,67,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.12,No previous contact,0,Housing loan only,1,1,7,Q3
16582,34,technician,single,secondary,no,3,yes,yes,cellular,24,jul,71,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.18,No previous contact,0,Housing + personal loans,2,1,7,Q3
16583,34,management,single,tertiary,no,0,no,no,cellular,24,jul,174,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.9,No previous contact,0,No loans,0,1,7,Q3
16584,34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,70,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.17,No previous contact,0,Housing loan only,1,1,7,Q3
16585,42,entrepreneur,married,tertiary,no,-14,yes,no,cellular,24,jul,58,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,0.97,No previous contact,0,Housing loan only,1,1,7,Q3
16586,24,unemployed,single,tertiary,yes,-164,yes,yes,cellular,24,jul,117,4,-1,0,unknown,no,0,1,1,1,0,,18-29,1,Negative,1,1,4-5 contacts,3,1.95,No previous contact,0,Housing + personal loans,2,1,7,Q3
16587,34,self-employed,single,tertiary,no,693,yes,no,cellular,24,jul,130,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.17,No previous contact,0,Housing loan only,1,1,7,Q3
16588,29,admin.,married,secondary,no,544,no,yes,cellular,24,jul,97,2,-1,0,unknown,no,0,0,0,1,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,1.62,No previous contact,0,Personal loan only,1,1,7,Q3
16589,34,management,single,tertiary,no,1,yes,no,cellular,24,jul,76,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.27,No previous contact,0,Housing loan only,1,1,7,Q3
16590,32,technician,married,tertiary,no,2553,yes,no,cellular,24,jul,459,7,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,7.65,No previous contact,0,Housing loan only,1,1,7,Q3
16591,29,services,married,secondary,no,31,yes,no,cellular,24,jul,71,5,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,4-5 contacts,3,1.18,No previous contact,0,Housing loan only,1,1,7,Q3
16592,51,retired,divorced,primary,no,43,no,no,cellular,24,jul,212,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.53,No previous contact,0,No loans,0,1,7,Q3
16593,28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,1.28,No previous contact,0,Housing + personal loans,2,1,7,Q3
16594,43,entrepreneur,married,unknown,no,0,yes,no,cellular,24,jul,380,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,6.33,No previous contact,0,Housing loan only,1,1,7,Q3
16595,38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.73,No previous contact,0,No loans,0,1,7,Q3
16596,51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,yes,1,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,14.22,No previous contact,0,Housing loan only,1,1,7,Q3
16597,37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,jul,467,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,1 contact,1,7.78,No previous contact,0,Housing loan only,1,1,7,Q3
16598,26,admin.,married,secondary,no,8,yes,yes,cellular,24,jul,46,1,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,0.77,No previous contact,0,Housing + personal loans,2,1,7,Q3
16599,41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,-1,0,unknown,yes,1,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,20.07,No previous contact,0,No loans,0,1,7,Q3
16600,40,management,married,tertiary,no,416,yes,no,cellular,24,jul,55,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.92,No previous contact,0,Housing loan only,1,1,7,Q3
16601,40,admin.,married,secondary,no,1614,no,no,cellular,24,jul,338,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,5.63,No previous contact,0,No loans,0,1,7,Q3
16602,51,services,married,secondary,no,53,no,yes,cellular,24,jul,192,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.2,No previous contact,0,Personal loan only,1,1,7,Q3
16603,41,technician,married,secondary,no,0,yes,no,cellular,24,jul,168,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.8,No previous contact,0,Housing loan only,1,1,7,Q3
16604,44,technician,married,secondary,no,0,yes,no,cellular,24,jul,157,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.62,No previous contact,0,Housing loan only,1,1,7,Q3
16605,49,entrepreneur,divorced,secondary,no,10350,no,yes,cellular,24,jul,346,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"10,001+",5,0,1 contact,1,5.77,No previous contact,0,Personal loan only,1,1,7,Q3
16606,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,7.73,No previous contact,0,No loans,0,1,7,Q3
16607,33,services,single,secondary,no,192,no,no,cellular,24,jul,255,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,4.25,No previous contact,0,No loans,0,1,7,Q3
16608,40,blue-collar,married,primary,no,0,no,no,cellular,24,jul,313,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,5.22,No previous contact,0,No loans,0,1,7,Q3
16609,38,blue-collar,single,primary,yes,-129,yes,no,cellular,24,jul,138,2,-1,0,unknown,no,0,1,1,0,0,,30-39,2,Negative,1,1,2-3 contacts,2,2.3,No previous contact,0,Housing loan only,1,1,7,Q3
16610,45,services,divorced,secondary,no,138,no,no,telephone,24,jul,279,11,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,4.65,No previous contact,0,No loans,0,1,7,Q3
16611,56,management,divorced,tertiary,no,1654,yes,no,cellular,24,jul,335,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,5.58,No previous contact,0,Housing loan only,1,1,7,Q3
16612,53,services,married,secondary,no,24,yes,no,cellular,24,jul,209,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.48,No previous contact,0,Housing loan only,1,1,7,Q3
16613,51,services,married,secondary,no,-238,yes,no,cellular,24,jul,63,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,Negative,1,1,1 contact,1,1.05,No previous contact,0,Housing loan only,1,1,7,Q3
16614,25,technician,single,secondary,no,945,yes,no,cellular,24,jul,561,4,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,4-5 contacts,3,9.35,No previous contact,0,Housing loan only,1,1,7,Q3
16615,41,management,married,tertiary,no,0,yes,no,cellular,24,jul,197,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.28,No previous contact,0,Housing loan only,1,1,7,Q3
16616,39,blue-collar,married,primary,no,85,yes,no,cellular,24,jul,329,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,5.48,No previous contact,0,Housing loan only,1,1,7,Q3
16617,50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,jul,325,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,5.42,No previous contact,0,Personal loan only,1,1,7,Q3
16618,26,entrepreneur,married,secondary,no,1,yes,no,cellular,24,jul,70,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,1.17,No previous contact,0,Housing loan only,1,1,7,Q3
16619,41,admin.,married,secondary,no,2661,yes,no,telephone,24,jul,258,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,4.3,No previous contact,0,Housing loan only,1,1,7,Q3
16620,32,management,single,tertiary,no,887,yes,no,cellular,24,jul,53,5,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,0.88,No previous contact,0,Housing loan only,1,1,7,Q3
16621,45,services,married,unknown,no,293,no,no,cellular,24,jul,196,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,3.27,No previous contact,0,No loans,0,1,7,Q3
16622,29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,jul,54,2,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,0.9,No previous contact,0,No loans,0,1,7,Q3
16623,50,blue-collar,married,primary,no,27,yes,no,cellular,24,jul,142,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.37,No previous contact,0,Housing loan only,1,1,7,Q3
16624,45,management,married,tertiary,no,0,no,no,cellular,24,jul,523,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,8.72,No previous contact,0,No loans,0,1,7,Q3
16625,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,326,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,1 contact,1,5.43,No previous contact,0,Housing loan only,1,1,7,Q3
16626,38,technician,married,tertiary,no,-255,yes,yes,cellular,24,jul,63,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,1 contact,1,1.05,No previous contact,0,Housing + personal loans,2,1,7,Q3
16627,47,housemaid,married,primary,no,0,yes,no,telephone,24,jul,193,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.22,No previous contact,0,Housing loan only,1,1,7,Q3
16628,33,management,married,tertiary,no,4,yes,yes,cellular,24,jul,604,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,10.07,No previous contact,0,Housing + personal loans,2,1,7,Q3
16629,45,entrepreneur,divorced,tertiary,no,1867,yes,no,cellular,24,jul,144,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,2.4,No previous contact,0,Housing loan only,1,1,7,Q3
16630,34,technician,married,tertiary,no,2656,yes,no,cellular,24,jul,302,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,5.03,No previous contact,0,Housing loan only,1,1,7,Q3
16631,30,technician,married,secondary,no,13,yes,yes,cellular,24,jul,205,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.42,No previous contact,0,Housing + personal loans,2,1,7,Q3
16632,44,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.07,No previous contact,0,Housing loan only,1,1,7,Q3
16633,31,admin.,married,secondary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.28,No previous contact,0,Housing loan only,1,1,7,Q3
16634,57,management,married,tertiary,no,1741,no,no,cellular,24,jul,449,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,7.48,No previous contact,0,No loans,0,1,7,Q3
16635,46,blue-collar,married,secondary,no,310,yes,no,cellular,24,jul,58,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.97,No previous contact,0,Housing loan only,1,1,7,Q3
16636,32,technician,married,tertiary,no,0,no,yes,cellular,24,jul,184,6,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,3.07,No previous contact,0,Personal loan only,1,1,7,Q3
16637,55,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,1,-1,0,unknown,yes,1,0,0,1,0,,50-59,4,Negative,1,1,1 contact,1,23.62,No previous contact,0,Personal loan only,1,1,7,Q3
16638,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes,1,0,1,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,24.73,No previous contact,0,Housing + personal loans,2,1,7,Q3
16639,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,169,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.82,No previous contact,0,Personal loan only,1,1,7,Q3
16640,28,housemaid,married,secondary,no,204,yes,no,cellular,24,jul,38,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,0.63,No previous contact,0,Housing loan only,1,1,7,Q3
16641,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes,1,0,1,1,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,24.02,No previous contact,0,Housing + personal loans,2,1,7,Q3
16642,28,admin.,single,secondary,no,2,yes,no,cellular,24,jul,454,1,-1,0,unknown,yes,1,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,7.57,No previous contact,0,Housing loan only,1,1,7,Q3
16643,31,self-employed,married,secondary,no,296,yes,yes,cellular,24,jul,171,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.85,No previous contact,0,Housing + personal loans,2,1,7,Q3
16644,51,services,married,primary,no,56,no,yes,cellular,24,jul,149,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.48,No previous contact,0,Personal loan only,1,1,7,Q3
16645,51,blue-collar,married,secondary,no,794,yes,no,telephone,24,jul,747,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,12.45,No previous contact,0,Housing loan only,1,1,7,Q3
16646,53,management,married,tertiary,yes,-252,no,yes,cellular,24,jul,223,2,-1,0,unknown,no,0,1,0,1,0,,50-59,4,Negative,1,1,2-3 contacts,2,3.72,No previous contact,0,Personal loan only,1,1,7,Q3
16647,48,services,married,secondary,no,0,no,no,telephone,24,jul,154,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.57,No previous contact,0,No loans,0,1,7,Q3
16648,34,management,married,tertiary,no,0,yes,no,telephone,24,jul,60,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.0,No previous contact,0,Housing loan only,1,1,7,Q3
16649,34,management,married,tertiary,no,280,yes,no,cellular,24,jul,363,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,6.05,No previous contact,0,Housing loan only,1,1,7,Q3
16650,36,admin.,married,secondary,no,403,no,no,cellular,24,jul,151,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.52,No previous contact,0,No loans,0,1,7,Q3
16651,52,management,divorced,tertiary,yes,0,no,no,cellular,24,jul,335,1,-1,0,unknown,no,0,1,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,5.58,No previous contact,0,No loans,0,1,7,Q3
16652,28,management,single,tertiary,no,1,no,no,cellular,24,jul,86,11,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"0-1,000",2,0,6+ contacts,4,1.43,No previous contact,0,No loans,0,1,7,Q3
16653,51,self-employed,married,secondary,no,921,no,no,cellular,24,jul,188,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.13,No previous contact,0,No loans,0,1,7,Q3
16654,34,technician,married,secondary,no,1234,yes,no,cellular,24,jul,185,6,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,3.08,No previous contact,0,Housing loan only,1,1,7,Q3
16655,45,blue-collar,married,primary,no,1670,no,yes,cellular,24,jul,171,1,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,2.85,No previous contact,0,Personal loan only,1,1,7,Q3
16656,27,technician,divorced,secondary,no,162,yes,no,cellular,24,jul,203,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,3.38,No previous contact,0,Housing loan only,1,1,7,Q3
16657,56,technician,married,primary,no,0,yes,yes,cellular,24,jul,84,1,-1,0,unknown,no,0,0,1,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.4,No previous contact,0,Housing + personal loans,2,1,7,Q3
16658,28,blue-collar,married,secondary,no,258,yes,no,cellular,24,jul,134,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,2.23,No previous contact,0,Housing loan only,1,1,7,Q3
16659,52,blue-collar,married,primary,no,117,no,yes,cellular,24,jul,164,2,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.73,No previous contact,0,Personal loan only,1,1,7,Q3
16660,35,blue-collar,married,secondary,no,218,yes,no,cellular,24,jul,128,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.13,No previous contact,0,Housing loan only,1,1,7,Q3
16661,34,blue-collar,married,primary,no,251,yes,yes,cellular,24,jul,15,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.25,No previous contact,0,Housing + personal loans,2,1,7,Q3
16662,29,admin.,married,secondary,no,187,yes,yes,cellular,24,jul,386,2,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,6.43,No previous contact,0,Housing + personal loans,2,1,7,Q3
16663,40,blue-collar,married,secondary,no,3131,yes,no,cellular,24,jul,401,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,6.68,No previous contact,0,Housing loan only,1,1,7,Q3
16664,35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,155,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.58,No previous contact,0,Housing loan only,1,1,7,Q3
16665,45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.28,No previous contact,0,Housing loan only,1,1,7,Q3
16666,32,technician,married,tertiary,no,401,yes,no,cellular,24,jul,200,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.33,No previous contact,0,Housing loan only,1,1,7,Q3
16667,26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,225,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,3.75,No previous contact,0,Housing loan only,1,1,7,Q3
16668,33,technician,married,secondary,no,346,yes,yes,cellular,24,jul,379,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,6.32,No previous contact,0,Housing + personal loans,2,1,7,Q3
16669,39,admin.,divorced,secondary,no,1086,no,no,cellular,24,jul,92,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,1.53,No previous contact,0,No loans,0,1,7,Q3
16670,35,management,single,tertiary,no,945,yes,no,cellular,24,jul,188,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.13,No previous contact,0,Housing loan only,1,1,7,Q3
16671,38,unemployed,married,secondary,no,0,no,no,cellular,24,jul,168,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.8,No previous contact,0,No loans,0,1,7,Q3
16672,37,management,divorced,primary,yes,0,yes,no,telephone,24,jul,305,1,-1,0,unknown,no,0,1,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,5.08,No previous contact,0,Housing loan only,1,1,7,Q3
16673,28,management,married,tertiary,no,9664,yes,no,cellular,24,jul,497,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"5,001-10,000",4,0,2-3 contacts,2,8.28,No previous contact,0,Housing loan only,1,1,7,Q3
16674,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes,1,1,0,1,0,,40-49,3,"0-1,000",2,0,1 contact,1,10.85,No previous contact,0,Personal loan only,1,1,7,Q3
16675,31,blue-collar,single,secondary,no,-806,yes,yes,cellular,24,jul,205,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,2-3 contacts,2,3.42,No previous contact,0,Housing + personal loans,2,1,7,Q3
16676,50,admin.,single,secondary,no,26,no,yes,telephone,24,jul,179,4,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,4-5 contacts,3,2.98,No previous contact,0,Personal loan only,1,1,7,Q3
16677,44,blue-collar,married,secondary,no,3348,no,yes,cellular,24,jul,504,2,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,8.4,No previous contact,0,Personal loan only,1,1,7,Q3
16678,49,blue-collar,married,secondary,no,93,no,no,telephone,24,jul,212,4,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,3.53,No previous contact,0,No loans,0,1,7,Q3
16679,29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,36,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,0.6,No previous contact,0,Housing loan only,1,1,7,Q3
16680,40,services,married,secondary,no,-345,yes,no,cellular,24,jul,39,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,0.65,No previous contact,0,Housing loan only,1,1,7,Q3
16681,37,technician,single,secondary,no,133,yes,no,cellular,24,jul,576,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,9.6,No previous contact,0,Housing loan only,1,1,7,Q3
16682,49,services,married,secondary,no,86,yes,yes,cellular,24,jul,92,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.53,No previous contact,0,Housing + personal loans,2,1,7,Q3
16683,51,blue-collar,married,primary,no,959,no,yes,cellular,24,jul,240,5,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,4-5 contacts,3,4.0,No previous contact,0,Personal loan only,1,1,7,Q3
16684,34,technician,married,secondary,no,945,yes,yes,cellular,24,jul,181,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.02,No previous contact,0,Housing + personal loans,2,1,7,Q3
16685,34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,no,0,1,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.45,No previous contact,0,Housing + personal loans,2,1,7,Q3
16686,32,blue-collar,married,secondary,no,2502,yes,no,cellular,24,jul,604,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,10.07,No previous contact,0,Housing loan only,1,1,7,Q3
16687,52,blue-collar,married,secondary,no,3510,yes,no,telephone,24,jul,193,7,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,3.22,No previous contact,0,Housing loan only,1,1,7,Q3
16688,54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.33,No previous contact,0,Housing loan only,1,1,7,Q3
16689,35,blue-collar,married,secondary,no,1290,yes,no,cellular,24,jul,211,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,3.52,No previous contact,0,Housing loan only,1,1,7,Q3
16690,59,blue-collar,divorced,primary,no,867,yes,no,cellular,24,jul,120,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.0,No previous contact,0,Housing loan only,1,1,7,Q3
16691,29,management,married,tertiary,no,1022,yes,no,cellular,24,jul,408,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"1,001-5,000",3,0,1 contact,1,6.8,No previous contact,0,Housing loan only,1,1,7,Q3
16692,31,technician,married,tertiary,no,6525,yes,no,cellular,24,jul,169,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"5,001-10,000",4,0,1 contact,1,2.82,No previous contact,0,Housing loan only,1,1,7,Q3
16693,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,unknown,yes,1,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,24.85,No previous contact,0,Housing loan only,1,1,7,Q3
16694,28,technician,single,secondary,no,1241,no,no,cellular,24,jul,343,1,-1,0,unknown,no,0,0,0,0,0,,18-29,1,"1,001-5,000",3,0,1 contact,1,5.72,No previous contact,0,No loans,0,1,7,Q3
16695,35,unemployed,married,primary,no,3,no,no,cellular,24,jul,90,1,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.5,No previous contact,0,No loans,0,1,7,Q3
16696,49,management,married,secondary,no,27,yes,no,cellular,24,jul,63,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.05,No previous contact,0,Housing loan only,1,1,7,Q3
16697,35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,178,2,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,2.97,No previous contact,0,Personal loan only,1,1,7,Q3
16698,36,management,single,tertiary,no,124,yes,no,telephone,24,jul,308,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,5.13,No previous contact,0,Housing loan only,1,1,7,Q3
16699,47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408,14,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,6.8,No previous contact,0,No loans,0,1,7,Q3
16700,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,119,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,1.98,No previous contact,0,No loans,0,1,7,Q3
