campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter,subscription_probability,subscription_probability_pct,priority_target_flag,priority_target_status,propensity_band,propensity_band_order,propensity_decile,propensity_percentile
23427,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,0,unknown,no,0,0,1,0,0,,50-59,4,Negative,1,1,6+ contacts,4,2.73,No previous contact,0,Housing loan only,1,1,8,Q3,0.25444636022041806,25.44,0,Below Target Threshold,Low Propensity,1,8,26.65
23428,33,management,single,tertiary,no,627,no,no,cellular,27,aug,61,5,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.02,No previous contact,0,No loans,0,1,8,Q3,0.45445208793940584,45.45,0,Below Target Threshold,High Propensity,3,3,73.31
23429,39,management,married,secondary,no,0,yes,no,cellular,27,aug,63,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.05,No previous contact,0,Housing loan only,1,1,8,Q3,0.31847909728500573,31.85,0,Below Target Threshold,Medium Propensity,2,6,41.02
23430,32,self-employed,married,tertiary,no,518,no,no,cellular,27,aug,462,5,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,7.7,No previous contact,0,No loans,0,1,8,Q3,0.39811183381588133,39.81,0,Below Target Threshold,Medium Propensity,2,4,62.2
23431,38,unemployed,single,secondary,no,0,no,no,cellular,27,aug,44,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.73,No previous contact,0,No loans,0,1,8,Q3,0.3936046064153851,39.36,0,Below Target Threshold,Medium Propensity,2,4,61.22
23432,45,blue-collar,married,secondary,no,534,no,no,cellular,27,aug,104,6,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,1.73,No previous contact,0,No loans,0,1,8,Q3,0.3818766354885203,38.19,0,Below Target Threshold,Medium Propensity,2,5,58.4
23433,35,entrepreneur,married,tertiary,no,1194,no,yes,cellular,28,aug,34,10,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,0.57,No previous contact,0,Personal loan only,1,1,8,Q3,0.23361743086799389,23.36,0,Below Target Threshold,Low Propensity,1,8,22.61
23434,38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.37,No previous contact,0,No loans,0,1,8,Q3,0.28153092208826686,28.15,0,Below Target Threshold,Low Propensity,1,7,32.37
23435,56,self-employed,married,secondary,no,1539,no,no,cellular,28,aug,149,14,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,2.48,No previous contact,0,No loans,0,1,8,Q3,0.3569694925269847,35.7,0,Below Target Threshold,Medium Propensity,2,5,51.63
23436,30,management,single,secondary,no,7870,yes,no,cellular,28,aug,82,7,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"5,001-10,000",4,0,6+ contacts,4,1.37,No previous contact,0,Housing loan only,1,1,8,Q3,0.37208807110987674,37.21,0,Below Target Threshold,Medium Propensity,2,5,55.69
23437,30,technician,single,tertiary,no,849,no,no,cellular,28,aug,81,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.35,No previous contact,0,No loans,0,1,8,Q3,0.4395456597479114,43.95,0,Below Target Threshold,High Propensity,3,3,70.75
23438,33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,-1,0,unknown,yes,1,0,0,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,9.72,No previous contact,0,No loans,0,1,8,Q3,0.41079683053103305,41.08,0,Below Target Threshold,Medium Propensity,2,4,65.12
23439,58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,5.25,No previous contact,0,No loans,0,1,8,Q3,0.3200949317822894,32.01,0,Below Target Threshold,Medium Propensity,2,6,41.43
23440,33,management,married,tertiary,no,1138,no,no,cellular,28,aug,73,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,1.22,No previous contact,0,No loans,0,1,8,Q3,0.45222807458506264,45.22,0,Below Target Threshold,High Propensity,3,3,72.94
23441,31,technician,single,secondary,no,201,no,no,cellular,28,aug,100,9,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.67,No previous contact,0,No loans,0,1,8,Q3,0.32397247317752026,32.4,0,Below Target Threshold,Medium Propensity,2,6,42.44
23442,50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,2.18,No previous contact,0,No loans,0,1,8,Q3,0.3871150246318097,38.71,0,Below Target Threshold,Medium Propensity,2,5,59.72
23443,47,technician,married,secondary,no,65,no,no,cellular,28,aug,118,8,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,1.97,No previous contact,0,No loans,0,1,8,Q3,0.26101620942063003,26.1,0,Below Target Threshold,Low Propensity,1,8,27.93
23444,33,management,single,tertiary,no,5943,no,no,cellular,28,aug,81,8,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"5,001-10,000",4,0,6+ contacts,4,1.35,No previous contact,0,No loans,0,1,8,Q3,0.5178855145259217,51.79,0,Below Target Threshold,High Propensity,3,2,81.08
23445,48,admin.,married,secondary,no,844,no,no,cellular,28,aug,12,21,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,0.2,No previous contact,0,No loans,0,1,8,Q3,0.3680005550506633,36.8,0,Below Target Threshold,Medium Propensity,2,5,54.56
23446,32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,1.28,No previous contact,0,No loans,0,1,8,Q3,0.4960160942953711,49.6,0,Below Target Threshold,High Propensity,3,3,78.92
23447,33,management,single,tertiary,no,0,no,no,cellular,28,aug,236,10,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,3.93,No previous contact,0,No loans,0,1,8,Q3,0.3426166637785269,34.26,0,Below Target Threshold,Medium Propensity,2,6,47.62
23448,46,services,married,secondary,no,-11,yes,no,cellular,28,aug,74,6,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,6+ contacts,4,1.23,No previous contact,0,Housing loan only,1,1,8,Q3,0.26492085364740803,26.49,0,Below Target Threshold,Low Propensity,1,8,28.71
23449,43,technician,divorced,secondary,no,-278,no,no,cellular,28,aug,103,8,-1,0,unknown,no,0,0,0,0,0,,40-49,3,Negative,1,1,6+ contacts,4,1.72,No previous contact,0,No loans,0,1,8,Q3,0.23662498891701356,23.66,0,Below Target Threshold,Low Propensity,1,8,23.24
23450,33,technician,married,tertiary,no,0,yes,yes,cellular,28,aug,94,6,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.57,No previous contact,0,Housing + personal loans,2,1,8,Q3,0.22994832761987688,22.99,0,Below Target Threshold,Low Propensity,1,8,21.9
23451,58,retired,married,tertiary,no,136,no,no,cellular,28,aug,211,6,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,3.52,No previous contact,0,No loans,0,1,8,Q3,0.3660371916803034,36.6,0,Below Target Threshold,Medium Propensity,2,5,54.03
23452,30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.98,No previous contact,0,No loans,0,1,8,Q3,0.40185093395085864,40.19,0,Below Target Threshold,Medium Propensity,2,4,63.08
23453,59,management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,4-5 contacts,3,1.52,No previous contact,0,No loans,0,1,8,Q3,0.48136495917146627,48.14,0,Below Target Threshold,High Propensity,3,3,77.12
23454,30,technician,single,secondary,no,0,no,no,cellular,28,aug,102,10,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.7,No previous contact,0,No loans,0,1,8,Q3,0.2805187953828637,28.05,0,Below Target Threshold,Low Propensity,1,7,32.11
23455,41,management,married,tertiary,no,2676,no,no,cellular,28,aug,210,4,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,4-5 contacts,3,3.5,No previous contact,0,No loans,0,1,8,Q3,0.4548127506235319,45.48,0,Below Target Threshold,High Propensity,3,3,73.36
23456,32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,1.42,No previous contact,0,No loans,0,1,8,Q3,0.48580767050459495,48.58,0,Below Target Threshold,High Propensity,3,3,77.65
23457,31,technician,single,secondary,no,1510,yes,no,cellular,28,aug,74,14,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,1.23,No previous contact,0,Housing loan only,1,1,8,Q3,0.3134107795368717,31.34,0,Below Target Threshold,Medium Propensity,2,7,39.72
23458,38,technician,married,secondary,no,-104,no,no,cellular,28,aug,13,17,-1,0,unknown,no,0,0,0,0,0,,30-39,2,Negative,1,1,6+ contacts,4,0.22,No previous contact,0,No loans,0,1,8,Q3,0.16086903699573127,16.09,0,Below Target Threshold,Low Propensity,1,10,7.11
23459,31,management,married,tertiary,no,357,yes,no,cellular,28,aug,104,5,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.73,No previous contact,0,Housing loan only,1,1,8,Q3,0.32949492199039254,32.95,0,Below Target Threshold,Medium Propensity,2,6,43.91
23460,58,retired,married,secondary,yes,-146,no,yes,cellular,28,aug,192,8,-1,0,unknown,no,0,1,0,1,0,,50-59,4,Negative,1,1,6+ contacts,4,3.2,No previous contact,0,Personal loan only,1,1,8,Q3,0.1434390839956376,14.34,0,Below Target Threshold,Low Propensity,1,10,4.18
23461,41,technician,single,secondary,no,294,yes,no,cellular,28,aug,150,14,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,2.5,No previous contact,0,Housing loan only,1,1,8,Q3,0.2848512858920318,28.49,0,Below Target Threshold,Low Propensity,1,7,33.12
23462,32,technician,single,secondary,no,17,no,no,cellular,28,aug,17,15,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.28,No previous contact,0,No loans,0,1,8,Q3,0.29276908536778756,29.28,0,Below Target Threshold,Medium Propensity,2,7,34.86
23463,60,blue-collar,married,primary,no,1138,yes,no,cellular,28,aug,116,4,-1,0,unknown,no,0,0,1,0,0,,60+,5,"1,001-5,000",3,0,4-5 contacts,3,1.93,No previous contact,0,Housing loan only,1,1,8,Q3,0.39943767197003016,39.94,0,Below Target Threshold,Medium Propensity,2,4,62.52
23464,31,management,married,tertiary,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.83,No previous contact,0,No loans,0,1,8,Q3,0.30905760343641947,30.91,0,Below Target Threshold,Medium Propensity,2,7,38.61
23465,39,management,married,tertiary,no,45,no,no,cellular,28,aug,148,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,2.47,No previous contact,0,No loans,0,1,8,Q3,0.37610709922283186,37.61,0,Below Target Threshold,Medium Propensity,2,5,56.84
23466,58,management,married,tertiary,no,0,no,no,cellular,28,aug,67,19,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,1.12,No previous contact,0,No loans,0,1,8,Q3,0.2595357829569904,25.95,0,Below Target Threshold,Low Propensity,1,8,27.65
23467,56,retired,married,primary,yes,-123,no,yes,cellular,28,aug,146,3,-1,0,unknown,no,0,1,0,1,0,,50-59,4,Negative,1,1,2-3 contacts,2,2.43,No previous contact,0,Personal loan only,1,1,8,Q3,0.18091540483465882,18.09,0,Below Target Threshold,Low Propensity,1,9,11.4
23468,34,management,married,tertiary,no,630,no,no,cellular,28,aug,54,8,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.9,No previous contact,0,No loans,0,1,8,Q3,0.4023857712275004,40.24,0,Below Target Threshold,Medium Propensity,2,4,63.21
23469,52,blue-collar,married,primary,no,-27,no,no,cellular,28,aug,51,8,-1,0,unknown,no,0,0,0,0,0,,50-59,4,Negative,1,1,6+ contacts,4,0.85,No previous contact,0,No loans,0,1,8,Q3,0.25895091942082676,25.9,0,Below Target Threshold,Low Propensity,1,8,27.54
23470,36,technician,married,tertiary,no,52,no,no,cellular,28,aug,101,10,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.68,No previous contact,0,No loans,0,1,8,Q3,0.28793549330169704,28.79,0,Below Target Threshold,Medium Propensity,2,7,33.74
23471,44,technician,married,secondary,no,-102,no,yes,cellular,28,aug,65,4,-1,0,unknown,no,0,0,0,1,0,,40-49,3,Negative,1,1,4-5 contacts,3,1.08,No previous contact,0,Personal loan only,1,1,8,Q3,0.21793413323663585,21.79,0,Below Target Threshold,Low Propensity,1,9,19.43
23472,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes,1,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,12.17,No previous contact,0,No loans,0,1,8,Q3,0.2773108134066952,27.73,0,Below Target Threshold,Low Propensity,1,7,31.46
23473,43,management,single,secondary,no,465,no,no,cellular,28,aug,78,12,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,1.3,No previous contact,0,No loans,0,1,8,Q3,0.40980144875869623,40.98,0,Below Target Threshold,Medium Propensity,2,4,64.88
23474,36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes,1,0,0,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,16.08,No previous contact,0,No loans,0,1,8,Q3,0.4094631857730023,40.95,0,Below Target Threshold,Medium Propensity,2,4,64.83
23475,55,technician,married,secondary,no,3207,no,no,cellular,28,aug,85,12,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,1.42,No previous contact,0,No loans,0,1,8,Q3,0.3925816101437481,39.26,0,Below Target Threshold,Medium Propensity,2,4,60.93
23476,32,management,married,tertiary,no,2213,no,no,cellular,28,aug,73,7,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,1.22,No previous contact,0,No loans,0,1,8,Q3,0.4509783264364049,45.1,0,Below Target Threshold,High Propensity,3,3,72.73
23477,46,housemaid,married,secondary,no,505,no,no,cellular,28,aug,26,7,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,0.43,No previous contact,0,No loans,0,1,8,Q3,0.3354523018858221,33.55,0,Below Target Threshold,Medium Propensity,2,6,45.67
23478,42,technician,married,secondary,no,29,no,no,cellular,28,aug,53,11,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,0.88,No previous contact,0,No loans,0,1,8,Q3,0.25867861781994844,25.87,0,Below Target Threshold,Low Propensity,1,8,27.47
23479,32,management,married,tertiary,no,678,no,no,cellular,28,aug,13,15,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.22,No previous contact,0,No loans,0,1,8,Q3,0.4028098503522562,40.28,0,Below Target Threshold,Medium Propensity,2,4,63.3
23480,39,technician,married,tertiary,no,-204,yes,no,cellular,28,aug,144,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,4-5 contacts,3,2.4,No previous contact,0,Housing loan only,1,1,8,Q3,0.3060558822499368,30.61,0,Below Target Threshold,Medium Propensity,2,7,37.87
23481,43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,0.78,No previous contact,0,No loans,0,1,8,Q3,0.3370684535902577,33.71,0,Below Target Threshold,Medium Propensity,2,6,46.12
23482,32,management,single,tertiary,no,27,no,no,cellular,28,aug,146,3,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.43,No previous contact,0,No loans,0,1,8,Q3,0.40378104662187264,40.38,0,Below Target Threshold,Medium Propensity,2,4,63.55
23483,45,management,married,secondary,no,2873,yes,no,cellular,28,aug,30,16,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,6+ contacts,4,0.5,No previous contact,0,Housing loan only,1,1,8,Q3,0.26260805830640294,26.26,0,Below Target Threshold,Low Propensity,1,8,28.21
23484,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,2.28,No previous contact,0,Housing + personal loans,2,1,8,Q3,0.2530103650389423,25.3,0,Below Target Threshold,Low Propensity,1,8,26.38
23485,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,1.4,No previous contact,0,No loans,0,1,8,Q3,0.3516207607316096,35.16,0,Below Target Threshold,Medium Propensity,2,5,50.09
23486,34,unemployed,married,tertiary,no,473,no,no,cellular,28,aug,94,11,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.57,No previous contact,0,No loans,0,1,8,Q3,0.37820510379448286,37.82,0,Below Target Threshold,Medium Propensity,2,5,57.39
23487,34,management,single,tertiary,no,1070,no,no,cellular,28,aug,91,15,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,1.52,No previous contact,0,No loans,0,1,8,Q3,0.3861567372901949,38.62,0,Below Target Threshold,Medium Propensity,2,5,59.46
23488,40,technician,single,secondary,no,872,yes,no,cellular,28,aug,71,4,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,1.18,No previous contact,0,Housing loan only,1,1,8,Q3,0.43225715106461365,43.23,0,Below Target Threshold,High Propensity,3,4,69.35
23489,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,3.5,No previous contact,0,Housing + personal loans,2,1,8,Q3,0.3408984673003236,34.09,0,Below Target Threshold,Medium Propensity,2,6,47.14
23490,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,1.2,No previous contact,0,No loans,0,1,8,Q3,0.37272062153802105,37.27,0,Below Target Threshold,Medium Propensity,2,5,55.89
23491,51,blue-collar,married,primary,no,-272,no,yes,cellular,28,aug,121,5,-1,0,unknown,no,0,0,0,1,0,,50-59,4,Negative,1,1,4-5 contacts,3,2.02,No previous contact,0,Personal loan only,1,1,8,Q3,0.19952102306232902,19.95,0,Below Target Threshold,Low Propensity,1,9,15.49
23492,52,management,married,tertiary,no,168,no,no,cellular,28,aug,165,4,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,4-5 contacts,3,2.75,No previous contact,0,No loans,0,1,8,Q3,0.38401152612037054,38.4,0,Below Target Threshold,Medium Propensity,2,5,58.89
23493,57,management,married,tertiary,no,75,no,no,cellular,28,aug,260,5,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,4-5 contacts,3,4.33,No previous contact,0,No loans,0,1,8,Q3,0.3452001506732811,34.52,0,Below Target Threshold,Medium Propensity,2,6,48.3
23494,36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.35,No previous contact,0,No loans,0,1,8,Q3,0.3852476723429894,38.52,0,Below Target Threshold,Medium Propensity,2,5,59.2
23495,33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,3.0,No previous contact,0,No loans,0,1,8,Q3,0.3493164755629885,34.93,0,Below Target Threshold,Medium Propensity,2,6,49.43
23496,53,services,married,secondary,yes,2262,no,no,cellular,28,aug,116,8,-1,0,unknown,no,0,1,0,0,0,,50-59,4,"1,001-5,000",3,0,6+ contacts,4,1.93,No previous contact,0,No loans,0,1,8,Q3,0.4245220437213669,42.45,0,Below Target Threshold,High Propensity,3,4,67.91
23497,57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,0.9,No previous contact,0,No loans,0,1,8,Q3,0.39139808247028623,39.14,0,Below Target Threshold,Medium Propensity,2,4,60.63
23498,32,management,single,tertiary,no,36,no,no,cellular,28,aug,108,7,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.8,No previous contact,0,No loans,0,1,8,Q3,0.3916567759585154,39.17,0,Below Target Threshold,Medium Propensity,2,4,60.72
23499,57,blue-collar,married,unknown,no,3196,no,no,cellular,28,aug,161,4,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,4-5 contacts,3,2.68,No previous contact,0,No loans,0,1,8,Q3,0.4117497243653259,41.17,0,Below Target Threshold,Medium Propensity,2,4,65.34
23500,31,management,married,tertiary,no,-6,no,no,cellular,28,aug,198,6,-1,0,unknown,no,0,0,0,0,0,,30-39,2,Negative,1,1,6+ contacts,4,3.3,No previous contact,0,No loans,0,1,8,Q3,0.28734805975514854,28.73,0,Below Target Threshold,Medium Propensity,2,7,33.6
23501,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,4.37,No previous contact,0,No loans,0,1,8,Q3,0.3049274670356453,30.49,0,Below Target Threshold,Medium Propensity,2,7,37.58
23502,56,retired,married,primary,no,556,yes,no,cellular,28,aug,102,4,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,4-5 contacts,3,1.7,No previous contact,0,Housing loan only,1,1,8,Q3,0.3465411617200596,34.65,0,Below Target Threshold,Medium Propensity,2,6,48.63
23503,37,management,married,secondary,no,58,no,no,telephone,28,aug,75,20,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.25,No previous contact,0,No loans,0,1,8,Q3,0.2906788101157291,29.07,0,Below Target Threshold,Medium Propensity,2,7,34.38
23504,35,technician,married,secondary,no,0,no,no,cellular,28,aug,19,14,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.32,No previous contact,0,No loans,0,1,8,Q3,0.26162927704360417,26.16,0,Below Target Threshold,Low Propensity,1,8,28.02
23505,41,management,married,tertiary,no,1559,no,no,cellular,28,aug,74,7,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,6+ contacts,4,1.23,No previous contact,0,No loans,0,1,8,Q3,0.42864676901618654,42.86,0,Below Target Threshold,High Propensity,3,4,68.66
23506,34,management,married,tertiary,no,3486,no,no,cellular,28,aug,23,10,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,0.38,No previous contact,0,No loans,0,1,8,Q3,0.4431815617772279,44.32,0,Below Target Threshold,High Propensity,3,3,71.42
23507,44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125,12,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,6+ contacts,4,2.08,No previous contact,0,No loans,0,1,8,Q3,0.4110970113922416,41.11,0,Below Target Threshold,Medium Propensity,2,4,65.19
23508,40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,0.2,No previous contact,0,No loans,0,1,8,Q3,0.2944629584165134,29.45,0,Below Target Threshold,Medium Propensity,2,7,35.2
23509,31,management,married,tertiary,no,3,no,no,cellular,28,aug,12,17,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,0.2,No previous contact,0,No loans,0,1,8,Q3,0.30650674912862386,30.65,0,Below Target Threshold,Medium Propensity,2,7,37.97
23510,41,technician,married,secondary,no,801,no,no,cellular,28,aug,65,4,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,1.08,No previous contact,0,No loans,0,1,8,Q3,0.39712223863080026,39.71,0,Below Target Threshold,Medium Propensity,2,4,61.97
23511,32,management,married,tertiary,no,2431,no,no,cellular,28,aug,19,19,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,0.32,No previous contact,0,No loans,0,1,8,Q3,0.3527820725133846,35.28,0,Below Target Threshold,Medium Propensity,2,5,50.43
23512,37,management,married,tertiary,no,839,no,yes,cellular,28,aug,87,11,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.45,No previous contact,0,Personal loan only,1,1,8,Q3,0.2218688831115756,22.19,0,Below Target Threshold,Low Propensity,1,8,20.27
23513,33,technician,single,tertiary,no,0,no,no,cellular,28,aug,56,2,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.93,No previous contact,0,No loans,0,1,8,Q3,0.36665817445455196,36.67,0,Below Target Threshold,Medium Propensity,2,5,54.2
23514,33,management,married,secondary,no,333,no,no,cellular,28,aug,80,6,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"0-1,000",2,0,6+ contacts,4,1.33,No previous contact,0,No loans,0,1,8,Q3,0.3666834378169964,36.67,0,Below Target Threshold,Medium Propensity,2,5,54.21
23515,52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,Negative,1,1,2-3 contacts,2,1.33,No previous contact,0,No loans,0,1,8,Q3,0.28904111178161035,28.9,0,Below Target Threshold,Medium Propensity,2,7,34.03
23516,49,housemaid,married,secondary,no,500,no,yes,cellular,28,aug,105,2,-1,0,unknown,no,0,0,0,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.75,No previous contact,0,Personal loan only,1,1,8,Q3,0.3109081505602507,31.09,0,Below Target Threshold,Medium Propensity,2,7,39.05
