age,balance,campaign,previous,previously_contacted,days_since_previous_contact,negative_balance_flag,previous_campaign_success_flag,active_loan_count,contact_known_flag,job,marital,education,default,housing,loan,contact,month,poutcome,subscription_flag
32,574,1,2,1,127.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,nov,failure,0
43,356,1,0,0,0.0,0,0,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0
38,155,26,0,0,0.0,0,0,1,0,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,0
49,1093,2,2,1,91.0,0,1,2,1,management,married,tertiary,no,yes,yes,cellular,jan,success,1
41,0,5,0,0,0.0,0,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
51,2635,2,3,1,188.0,0,1,0,1,management,married,tertiary,no,no,no,cellular,mar,success,0
47,-504,1,0,0,0.0,1,0,1,1,technician,single,secondary,no,no,yes,cellular,jul,unknown,0
49,923,2,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
45,1348,2,0,0,0.0,0,0,1,1,technician,married,secondary,no,no,yes,cellular,apr,unknown,1
36,0,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
48,291,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,telephone,jul,unknown,0
34,1049,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
28,0,3,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
47,-169,2,1,1,310.0,1,0,2,1,blue-collar,married,primary,no,yes,yes,cellular,may,failure,0
36,465,1,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
32,2974,1,1,1,4.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,apr,failure,1
27,437,2,0,0,0.0,0,0,2,0,services,single,secondary,no,yes,yes,unknown,may,unknown,0
26,14004,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
39,254,3,0,0,0.0,0,0,0,1,self-employed,married,secondary,no,no,no,cellular,nov,unknown,0
27,931,1,0,0,0.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,feb,unknown,1
24,183,4,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,may,unknown,0
38,70,1,0,0,0.0,0,0,0,1,housemaid,divorced,secondary,no,no,no,cellular,jun,unknown,1
32,11315,1,0,0,0.0,0,0,0,0,management,single,tertiary,no,no,no,unknown,may,unknown,0
52,5361,3,0,0,0.0,0,0,0,1,unknown,married,unknown,no,no,no,cellular,aug,unknown,1
29,95,1,0,0,0.0,0,0,1,1,technician,married,primary,no,yes,no,cellular,jul,unknown,0
71,275,1,1,1,425.0,0,1,0,1,retired,divorced,primary,no,no,no,cellular,jun,success,1
41,0,12,0,0,0.0,0,0,2,1,unemployed,married,secondary,no,yes,yes,telephone,apr,unknown,0
30,975,2,2,1,351.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0
30,12857,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,nov,unknown,1
28,78,2,0,0,0.0,0,0,0,1,student,single,unknown,no,no,no,cellular,jan,unknown,0
55,3948,2,0,0,0.0,0,0,0,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0
29,534,1,0,0,0.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,unknown,0
32,320,2,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
45,660,2,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,0
35,6,1,0,0,0.0,0,0,2,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0
43,42,1,0,0,0.0,0,0,0,1,entrepreneur,single,tertiary,no,no,no,cellular,jul,unknown,0
25,3,1,0,0,0.0,0,0,0,1,student,single,unknown,no,no,no,cellular,may,unknown,1
52,266,2,3,1,299.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,other,0
38,526,11,0,0,0.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,0
50,199,1,0,0,0.0,0,0,2,0,technician,married,tertiary,no,yes,yes,unknown,may,unknown,0
27,191,2,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0
26,1292,4,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,0
34,-10,1,1,1,370.0,1,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0
56,827,4,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,telephone,may,unknown,1
34,2929,2,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,aug,unknown,1
27,285,1,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jul,unknown,0
28,599,5,0,0,0.0,0,0,1,1,services,married,tertiary,no,yes,no,cellular,jul,unknown,0
45,366,2,12,1,169.0,0,0,1,1,technician,married,secondary,no,no,yes,cellular,feb,failure,0
50,1088,21,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0
45,-24,5,0,0,0.0,1,0,0,1,retired,married,primary,no,no,no,cellular,jul,unknown,0
28,-103,4,0,0,0.0,1,0,1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0
32,64,4,5,1,105.0,0,0,0,1,student,single,tertiary,no,no,no,cellular,jun,failure,1
35,667,5,27,1,324.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,other,0
33,5276,1,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,nov,unknown,0
44,300,3,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,jul,unknown,0
56,190,8,9,1,351.0,0,0,1,1,blue-collar,divorced,primary,no,yes,no,cellular,may,other,0
27,154,5,0,0,0.0,0,0,0,1,unemployed,single,secondary,no,no,no,telephone,feb,unknown,0
54,-864,3,5,1,363.0,1,0,1,1,blue-collar,married,primary,no,yes,no,telephone,may,failure,0
51,2011,3,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,0
35,344,18,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0
32,5969,7,0,0,0.0,0,0,0,1,student,single,unknown,no,no,no,cellular,feb,unknown,0
37,8730,1,0,0,0.0,0,0,1,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,0
38,358,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,jan,unknown,0
44,106,2,0,0,0.0,0,0,0,0,services,single,secondary,no,no,no,unknown,jun,unknown,0
40,56,1,0,0,0.0,0,0,2,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,0
48,-4,1,0,0,0.0,1,0,0,1,management,married,tertiary,yes,no,no,cellular,aug,unknown,0
30,-276,8,0,0,0.0,1,0,1,1,blue-collar,single,secondary,no,no,yes,cellular,feb,unknown,0
31,150,2,0,0,0.0,0,0,2,0,admin.,single,secondary,no,yes,yes,unknown,may,unknown,0
47,124,2,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,aug,unknown,0
28,258,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,no,yes,cellular,apr,unknown,0
47,743,1,0,0,0.0,0,0,2,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,0
35,-130,1,0,0,0.0,1,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
41,336,3,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
51,1069,2,0,0,0.0,0,0,1,0,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,0
33,1107,1,0,0,0.0,0,0,1,1,housemaid,single,tertiary,no,yes,no,cellular,mar,unknown,1
54,258,3,0,0,0.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,feb,unknown,0
64,1176,1,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,cellular,feb,unknown,0
39,621,5,0,0,0.0,0,0,1,1,blue-collar,married,unknown,no,yes,no,cellular,apr,unknown,1
56,179,2,0,0,0.0,0,0,1,0,admin.,divorced,primary,no,yes,no,unknown,may,unknown,0
47,47,1,0,0,0.0,0,0,0,1,retired,divorced,secondary,no,no,no,cellular,jan,unknown,0
51,3,2,0,0,0.0,0,0,1,0,admin.,married,secondary,no,no,yes,unknown,may,unknown,0
39,1473,4,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0
31,782,1,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,nov,unknown,0
49,2199,1,0,0,0.0,0,0,1,0,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,0
28,-457,9,0,0,0.0,1,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
47,238,1,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,mar,unknown,1
37,775,1,0,0,0.0,0,0,1,1,services,married,secondary,no,no,yes,cellular,jul,unknown,1
40,3705,1,1,1,332.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0
28,26,2,0,0,0.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,may,unknown,0
26,128,1,0,0,0.0,0,0,0,0,blue-collar,married,secondary,no,no,no,unknown,jul,unknown,0
36,55,2,4,1,369.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,may,failure,0
46,0,1,3,1,104.0,0,1,0,1,technician,married,secondary,no,no,no,cellular,aug,success,0
48,11298,2,0,0,0.0,0,0,1,1,unemployed,single,unknown,no,yes,no,cellular,feb,unknown,0
53,-670,2,0,0,0.0,1,0,1,1,management,married,tertiary,no,no,yes,cellular,jul,unknown,0
53,-741,1,0,0,0.0,1,0,2,1,retired,single,secondary,yes,yes,yes,cellular,nov,unknown,0
55,0,3,0,0,0.0,0,0,1,1,management,divorced,unknown,no,yes,no,cellular,may,unknown,0
31,82,1,0,0,0.0,0,0,0,0,admin.,divorced,secondary,no,no,no,unknown,may,unknown,0
46,0,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
32,1005,1,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,may,unknown,0
58,3957,4,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0
41,-319,3,0,0,0.0,1,0,0,0,self-employed,divorced,tertiary,no,no,no,unknown,jun,unknown,0
31,-446,4,0,0,0.0,1,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
53,994,3,0,0,0.0,0,0,1,1,housemaid,married,primary,no,no,yes,cellular,jul,unknown,0
34,293,3,0,0,0.0,0,0,1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0
30,508,4,0,0,0.0,0,0,1,1,management,single,tertiary,no,no,yes,cellular,nov,unknown,0
45,220,4,0,0,0.0,0,0,1,0,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,0
34,237,3,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0
30,1077,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,dec,unknown,0
28,40,2,0,0,0.0,0,0,1,0,services,single,secondary,no,yes,no,unknown,may,unknown,0
51,289,5,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,may,unknown,0
32,1804,1,1,1,355.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,may,failure,0
37,1627,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0
46,75,1,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0
35,100,1,0,0,0.0,0,0,0,1,student,divorced,tertiary,no,no,no,cellular,nov,unknown,0
26,47,2,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
29,340,6,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,may,unknown,0
36,5024,1,0,0,0.0,0,0,0,0,services,married,secondary,no,no,no,unknown,may,unknown,0
37,0,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
30,1009,1,0,0,0.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,jan,unknown,0
48,271,1,0,0,0.0,0,0,2,1,blue-collar,divorced,secondary,no,yes,yes,cellular,jul,unknown,0
38,272,2,0,0,0.0,0,0,2,0,admin.,married,secondary,no,yes,yes,unknown,jun,unknown,0
33,764,2,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
28,305,1,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,cellular,jul,unknown,0
50,49,2,0,0,0.0,0,0,1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0
22,3982,1,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,cellular,apr,unknown,1
39,323,2,6,1,188.0,0,0,0,1,services,married,secondary,no,no,no,cellular,jun,failure,1
37,426,3,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
32,344,11,0,0,0.0,0,0,2,1,technician,married,secondary,no,yes,yes,cellular,may,unknown,0
30,358,2,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,jan,unknown,0
41,351,1,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,jul,unknown,0
38,0,2,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
53,10,3,0,0,0.0,0,0,0,1,self-employed,divorced,tertiary,yes,no,no,cellular,nov,unknown,0
39,-50,1,0,0,0.0,1,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
32,3050,1,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
27,-23,4,0,0,0.0,1,0,0,1,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,0
33,1097,4,0,0,0.0,0,0,1,1,management,single,tertiary,no,no,yes,cellular,aug,unknown,0
43,-3372,2,0,0,0.0,1,0,1,0,management,married,tertiary,yes,yes,no,unknown,may,unknown,0
39,878,5,0,0,0.0,0,0,1,1,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,1
34,239,2,0,0,0.0,0,0,1,0,admin.,married,primary,no,yes,no,unknown,jun,unknown,0
60,0,3,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,1
41,-412,1,5,1,195.0,1,0,1,1,management,married,tertiary,no,yes,no,cellular,jan,other,0
49,-236,2,0,0,0.0,1,0,1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,0
35,569,3,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
33,217,1,3,1,339.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,apr,failure,0
30,0,2,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
60,12,1,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jul,unknown,0
39,1241,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jun,unknown,0
38,1696,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,nov,unknown,0
31,-429,1,0,0,0.0,1,0,2,0,management,single,tertiary,no,yes,yes,unknown,may,unknown,0
57,179,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,jul,unknown,0
53,478,1,2,1,264.0,0,0,1,1,management,married,secondary,no,yes,no,cellular,feb,failure,0
46,387,1,0,0,0.0,0,0,2,1,technician,divorced,secondary,no,yes,yes,cellular,apr,unknown,0
38,506,1,0,0,0.0,0,0,2,0,blue-collar,married,primary,no,yes,yes,unknown,jun,unknown,0
32,902,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
38,196,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
71,0,1,1,1,171.0,0,1,0,1,retired,divorced,secondary,no,no,no,cellular,feb,success,1
38,947,2,0,0,0.0,0,0,1,1,blue-collar,single,primary,no,yes,no,cellular,may,unknown,0
30,4,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,jul,unknown,0
30,3,2,2,1,169.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,may,failure,0
31,-357,2,0,0,0.0,1,0,2,1,services,single,primary,yes,yes,yes,cellular,jul,unknown,0
36,1012,1,0,0,0.0,0,0,2,0,blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,0
53,146,1,0,0,0.0,0,0,0,0,management,married,tertiary,no,no,no,unknown,may,unknown,0
36,2627,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0
42,-755,1,0,0,0.0,1,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,0
51,140,10,0,0,0.0,0,0,1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0
27,1840,1,8,1,28.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,jun,other,1
40,0,1,8,1,96.0,0,1,0,1,management,married,tertiary,no,no,no,cellular,nov,success,1
31,823,3,0,0,0.0,0,0,0,0,blue-collar,single,secondary,no,no,no,unknown,may,unknown,0
47,5306,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
45,1951,1,0,0,0.0,0,0,1,1,blue-collar,divorced,secondary,no,yes,no,cellular,feb,unknown,0
60,294,5,4,1,198.0,0,1,0,1,technician,married,secondary,no,no,no,telephone,dec,success,0
38,167,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
44,167,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,apr,unknown,0
28,3,2,0,0,0.0,0,0,0,1,admin.,single,secondary,no,no,no,cellular,may,unknown,0
42,-269,6,0,0,0.0,1,0,1,1,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,0
30,595,1,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
39,1648,1,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,oct,unknown,0
42,0,5,0,0,0.0,0,0,1,1,management,divorced,primary,no,yes,no,cellular,nov,unknown,0
34,1288,8,7,1,270.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,may,other,0
49,143,1,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
55,102,1,0,0,0.0,0,0,1,0,retired,married,secondary,no,yes,no,unknown,may,unknown,0
52,659,1,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,oct,unknown,1
33,213,2,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0
30,144,1,3,1,260.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,feb,failure,0
32,2431,19,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
28,1925,1,4,1,88.0,0,0,0,1,student,single,secondary,no,no,no,cellular,may,failure,1
50,305,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,telephone,jul,unknown,0
57,12048,2,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,0
52,-35,1,0,0,0.0,1,0,1,1,technician,married,secondary,no,no,yes,cellular,jan,unknown,0
50,388,2,0,0,0.0,0,0,0,1,housemaid,married,secondary,no,no,no,cellular,mar,unknown,1
46,523,1,0,0,0.0,0,0,1,1,services,married,tertiary,no,yes,no,cellular,apr,unknown,0
41,1309,1,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
33,686,6,12,1,343.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,telephone,may,other,0
45,759,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0
44,112,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
28,462,1,0,0,0.0,0,0,2,1,services,married,secondary,no,yes,yes,cellular,feb,unknown,0
31,217,4,0,0,0.0,0,0,0,1,self-employed,single,tertiary,no,no,no,cellular,nov,unknown,0
39,6999,2,0,0,0.0,0,0,0,1,unknown,married,primary,no,no,no,cellular,aug,unknown,0
31,668,2,0,0,0.0,0,0,0,1,management,married,unknown,no,no,no,cellular,nov,unknown,0
56,33,1,0,0,0.0,0,0,1,1,admin.,married,secondary,no,no,yes,cellular,nov,unknown,0
52,-50,2,0,0,0.0,1,0,1,1,technician,married,primary,no,yes,no,cellular,may,unknown,0
34,82,4,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
31,1990,2,1,1,339.0,0,0,2,1,technician,married,tertiary,no,yes,yes,cellular,apr,other,0
48,368,2,2,1,367.0,0,0,1,1,admin.,married,secondary,no,yes,no,telephone,may,failure,0
31,1098,2,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
35,404,1,0,0,0.0,0,0,1,1,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,0
48,1893,3,0,0,0.0,0,0,0,1,blue-collar,divorced,secondary,no,no,no,telephone,jul,unknown,0
34,299,2,0,0,0.0,0,0,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0
34,42,3,0,0,0.0,0,0,0,1,management,married,secondary,no,no,no,cellular,aug,unknown,0
48,6748,3,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
38,241,2,0,0,0.0,0,0,1,0,blue-collar,single,unknown,no,yes,no,unknown,may,unknown,0
38,2345,2,0,0,0.0,0,0,1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0
39,208,1,2,1,240.0,0,0,1,1,entrepreneur,divorced,tertiary,no,yes,no,cellular,jan,failure,0
47,2793,4,0,0,0.0,0,0,1,1,management,married,primary,no,yes,no,telephone,jul,unknown,0
50,398,5,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,telephone,jul,unknown,0
58,593,2,0,0,0.0,0,0,1,0,retired,divorced,primary,no,no,yes,unknown,jun,unknown,0
30,1022,2,1,1,298.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,may,failure,0
42,-128,4,0,0,0.0,1,0,1,1,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,0
44,26,10,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,jul,unknown,0
40,5,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,mar,unknown,0
38,1262,2,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
31,322,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
41,0,4,0,0,0.0,0,0,1,1,blue-collar,married,unknown,no,no,yes,cellular,jul,unknown,0
34,1,3,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jul,unknown,0
53,3036,2,1,1,190.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,nov,other,0
45,248,5,0,0,0.0,0,0,1,0,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,0
57,6900,2,0,0,0.0,0,0,0,1,management,married,primary,no,no,no,cellular,apr,unknown,0
26,-90,1,0,0,0.0,1,0,1,1,services,single,secondary,no,no,yes,cellular,jul,unknown,0
42,75,1,0,0,0.0,0,0,1,1,unemployed,married,primary,no,yes,no,cellular,feb,unknown,0
39,104,2,6,1,332.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,apr,failure,0
27,1511,1,0,0,0.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,unknown,0
40,395,1,0,0,0.0,0,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0
41,1081,3,0,0,0.0,0,0,0,1,self-employed,single,tertiary,no,no,no,cellular,may,unknown,1
31,1565,6,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,0
59,1085,1,0,0,0.0,0,0,0,0,retired,married,primary,no,no,no,unknown,jun,unknown,0
32,7107,2,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0
37,10465,6,0,0,0.0,0,0,0,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,0
44,724,2,1,1,172.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,nov,failure,0
51,421,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,apr,unknown,0
32,18,1,0,0,0.0,0,0,0,0,technician,divorced,secondary,no,no,no,unknown,may,unknown,0
37,0,1,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0
53,61,1,0,0,0.0,0,0,1,1,retired,married,primary,no,no,yes,cellular,jul,unknown,0
42,3,3,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
41,-762,1,0,0,0.0,1,0,2,0,technician,married,tertiary,no,yes,yes,unknown,may,unknown,0
46,1527,3,1,1,184.0,0,1,0,1,student,single,unknown,no,no,no,cellular,sep,success,1
77,0,1,0,0,0.0,0,0,0,1,retired,married,tertiary,no,no,no,cellular,aug,unknown,1
39,376,3,0,0,0.0,0,0,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,0
36,-870,2,0,0,0.0,1,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
41,783,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
31,1914,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
33,688,1,0,0,0.0,0,0,0,0,blue-collar,single,secondary,no,no,no,unknown,jul,unknown,0
41,428,1,0,0,0.0,0,0,1,1,self-employed,single,tertiary,no,yes,no,cellular,may,unknown,0
36,317,2,2,1,266.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,jan,failure,0
59,3534,4,0,0,0.0,0,0,0,1,management,married,unknown,no,no,no,cellular,nov,unknown,0
42,402,7,17,1,330.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,may,failure,0
41,640,6,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jul,unknown,0
50,1822,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,apr,unknown,0
36,854,1,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,feb,unknown,0
48,556,1,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,telephone,may,unknown,0
41,140,1,2,1,125.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,0
36,1898,1,0,0,0.0,0,0,2,0,management,married,secondary,no,yes,yes,unknown,may,unknown,0
36,441,4,1,1,358.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0
36,-491,3,0,0,0.0,1,0,2,0,admin.,divorced,secondary,yes,yes,yes,unknown,may,unknown,0
52,334,9,0,0,0.0,0,0,1,0,housemaid,divorced,secondary,no,yes,no,unknown,jun,unknown,0
42,-921,2,0,0,0.0,1,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
39,0,2,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,may,unknown,0
48,24,1,0,0,0.0,0,0,1,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1
29,144,3,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,0
54,292,1,0,0,0.0,0,0,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0
